NO,EXT/INT,DARI,NOMOR SURAT,TANGGAL SURAT,TANGGAL TERIMA,PERIHAL,KETERANGAN,TANGGAL SELESAI
174,EXTERNAL,Aurelea Willoughby,269/KI/2025,2/13/2025,error: Field 'this' not found,Undangan Rapat,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
175,EXTERNAL,Anthea Pitt,352/HY/2026,3/19/2024,error: Field 'this' not found,Undangan Rapat,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
176,INTERNAL,Darcie Idenden,996/DH/2024,3/25/2025,error: Field 'this' not found,Permintaan Data,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
177,EXTERNAL,Jay Emerton,903/IM/2025,8/5/2024,error: Field 'this' not found,Permohonan,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
178,EXTERNAL,Scotti Jallin,422/XP/2025,11/17/2025,error: Field 'this' not found,Undangan Rapat,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
179,EXTERNAL,Ketty Burdess,767/DB/2025,10/23/2025,error: Field 'this' not found,Pemberitahuan,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.

Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
180,INTERNAL,Jorey Calendar,027/SR/2024,8/12/2024,error: Field 'this' not found,Laporan,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
181,INTERNAL,Ivory Banasiak,467/SW/2026,6/13/2025,error: Field 'this' not found,Klaim,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
182,INTERNAL,Gayle Sander,871/GC/2024,6/2/2024,error: Field 'this' not found,Konfirmasi,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
183,EXTERNAL,Annadiana Brownsey,406/YI/2025,3/4/2024,error: Field 'this' not found,Proposal,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
184,INTERNAL,Kenyon Heinritz,794/RS/2025,2/19/2024,error: Field 'this' not found,Undangan Rapat,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
185,INTERNAL,Nady Aliman,118/BH/2024,12/9/2025,error: Field 'this' not found,Permohonan,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
186,EXTERNAL,Leontine Yurchishin,892/VK/2024,12/31/2024,error: Field 'this' not found,Permohonan,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
187,INTERNAL,Denys Chevers,502/TE/2026,9/2/2023,error: Field 'this' not found,Proposal,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
188,INTERNAL,Madelin Kirstein,563/BL/2025,2/1/2024,error: Field 'this' not found,Permintaan Data,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
189,EXTERNAL,Noreen Christie,388/XD/2025,11/17/2025,error: Field 'this' not found,Permintaan Data,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
190,INTERNAL,Benedikta L'argent,439/XG/2025,11/13/2025,error: Field 'this' not found,Proposal,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.

In congue. Etiam justo. Etiam pretium iaculis justo.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
191,EXTERNAL,Constantine Camies,144/FT/2025,1/16/2026,error: Field 'this' not found,Laporan,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
192,INTERNAL,Edyth Tremouille,341/RE/2026,8/1/2024,error: Field 'this' not found,Pemberitahuan,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
193,EXTERNAL,Ephrem Haliburton,223/ZH/2024,7/8/2024,error: Field 'this' not found,Permintaan Data,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
194,EXTERNAL,Wendel Bazelle,038/CK/2026,11/13/2024,error: Field 'this' not found,Konfirmasi,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
195,EXTERNAL,Yoko Callard,728/EH/2026,10/3/2023,error: Field 'this' not found,Laporan,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
196,INTERNAL,Belita Dowsey,303/GX/2024,12/14/2024,error: Field 'this' not found,Laporan,In congue. Etiam justo. Etiam pretium iaculis justo.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
197,INTERNAL,Juana Reeve,748/KO/2026,9/26/2024,error: Field 'this' not found,Proposal,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
198,INTERNAL,Mirella Roseveare,527/NR/2024,1/15/2025,error: Field 'this' not found,Laporan,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
199,EXTERNAL,Lillis Tuffs,999/DL/2026,7/24/2025,error: Field 'this' not found,Permohonan,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
200,INTERNAL,Jacinda Janovsky,647/TC/2024,12/21/2024,error: Field 'this' not found,Permohonan,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
201,EXTERNAL,Maje Frangleton,628/YW/2024,2/7/2026,error: Field 'this' not found,Undangan Rapat,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
202,EXTERNAL,Fayth Humbatch,226/WL/2024,5/13/2025,error: Field 'this' not found,Permintaan Data,Fusce consequat. Nulla nisl. Nunc nisl.,"Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
203,EXTERNAL,Roshelle Ciotti,392/LI/2025,12/18/2023,error: Field 'this' not found,Undangan Rapat,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
204,EXTERNAL,Belva Piolli,657/QS/2026,12/10/2024,error: Field 'this' not found,Klaim,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
205,INTERNAL,Matthus Brine,378/LV/2024,4/5/2024,error: Field 'this' not found,Permohonan,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
206,INTERNAL,Law Troucher,119/EF/2025,1/5/2025,error: Field 'this' not found,Konfirmasi,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
207,EXTERNAL,Zacharia Renehan,381/GP/2026,10/29/2024,error: Field 'this' not found,Pengaduan,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
208,INTERNAL,Barnie Loud,376/RB/2026,8/15/2025,error: Field 'this' not found,Pemberitahuan,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.

Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
209,INTERNAL,Peder Jurisch,403/EY/2025,7/20/2024,error: Field 'this' not found,Pemberitahuan,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.

Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
210,EXTERNAL,Tore Calverd,972/UT/2026,8/18/2024,error: Field 'this' not found,Pengajuan Kerjasama,"Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.

Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.","Syntax error in formula '__legacy_if(this['STATUS'] == 'Selesai', new Date(new Date(this['TGL TERIMA']).getTime() + rand(1,10)*24*60*60*1000), null)'"
